CVE,Severity,Year,Month,Affected Versions
CVE-2023-52104,Medium,2024,1,EMUI 13.0.0
CVE-2023-52107,Medium,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-52108,Medium,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-52109,High,2024,1,EMUI 13.0.0
CVE-2023-52111,High,2024,1,EMUI 13.0.0
CVE-2023-52112,High,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-52113,High,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-52114,Medium,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2023-52116,Medium,2024,1,"EMUI 13.0.0, EMUI 12.0.0, EMUI 11.0.1"
CVE-2022-48621,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52097,High,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52357,High,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52358,High,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52360,High,2024,2,EMUI 12.0.0
CVE-2023-52362,Medium,2024,2,EMUI 13.0.0
CVE-2023-52363,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52365,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52366,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52367,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52368,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52369,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52370,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52371,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52372,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52373,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52374,Medium,2024,2,EMUI 13.0.0
CVE-2023-52375,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52376,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52377,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52378,Medium,2024,2,EMUI 13.0.0
CVE-2023-52379,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52380,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52381,Medium,2024,2,"EMUI 13.0.0,  EMUI 12.0.0"
CVE-2023-52387,Critical,2024,2,EMUI 13.0.0
CVE-2023-52359,High,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52364,Medium,2024,3,EMUI 13.0.0
CVE-2023-52365,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52366,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52385,Medium,2024,3,EMUI 13.0.0
CVE-2023-52386,Medium,2024,3,EMUI 13.0.0
CVE-2023-52388,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52537,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52538,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52539,High,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52540,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52541,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52542,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52543,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52544,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52545,Medium,2024,3,EMUI 13.0.0
CVE-2023-52546,Medium,2024,3,EMUI 13.0.0
CVE-2023-52549,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52550,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52551,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52552,Medium,2024,3,EMUI 13.0.0
CVE-2023-52553,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52554,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-27896,Medium,2024,3,EMUI 13.0.0
CVE-2024-27897,Medium,2024,3,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52713,Medium,2024,4,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52714,Medium,2024,4,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52716,Medium,2024,4,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52717,Medium,2024,4,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-30413,Medium,2024,4,EMUI 13.0.0
CVE-2024-30414,High,2024,4,EMUI 13.0.0
CVE-2024-30415,Medium,2024,4,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-30416,Medium,2024,4,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-30417,Medium,2024,4,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-30418,Medium,2024,4,"EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52383,Medium,2024,5,"HarmonyOS4.0.0, HarmonyOS3.1.0, HarmonyOS3.0.0, EMUI 14.0.0, EMUI 13.0.0"
CVE-2023-52384,Medium,2024,5,"HarmonyOS4.0.0, HarmonyOS3.1.0, HarmonyOS3.0.0, EMUI 14.0.0, EMUI 13.0.0"
CVE-2023-52719,High,2024,5,"HarmonyOS4.0.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2023-52720,Medium,2024,5,"HarmonyOS4.0.0, HarmonyOS3.0.0, EMUI 14.0.0, EMUI 13.0.0"
CVE-2024-32989,Medium,2024,5,"HarmonyOS4.0.0, HarmonyOS3.1.0, EMUI 14.0.0, EMUI 13.0.0"
CVE-2024-32990,High,2024,5,"HarmonyOS4.0.0, HarmonyOS3.1.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-32991,High,2024,5,"HarmonyOS4.2.0, HarmonyOS4.0.0, HarmonyOS3.1.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-32992,High,2024,5,"HarmonyOS4.2.0, HarmonyOS4.0.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-32993,Medium,2024,5,"HarmonyOS4.2.0, HarmonyOS4.0.0, HarmonyOS3.1.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-32995,Medium,2024,5,"HarmonyOS4.2.0, HarmonyOS4.0.0, HarmonyOS3.1.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-32996,Medium,2024,5,"HarmonyOS4.2.0, HarmonyOS4.0.0, HarmonyOS3.1.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-32997,High,2024,5,"HarmonyOS4.2.0, HarmonyOS4.0.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-32998,Medium,2024,5,"HarmonyOS4.2.0, HarmonyOS4.0.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-32999,Medium,2024,5,"HarmonyOS4.2.0, HarmonyOS4.0.0, HarmonyOS3.0.0, HarmonyOS2.1.0, HarmonyOS2.0.0, EMUI 14.0.0, EMUI 13.0.0, EMUI 12.0.0"
CVE-2024-4046,Medium,2024,5,"HarmonyOS4.2.0, HarmonyOS4.0.0, HarmonyOS3.1.0, EMUI 14.0.0, EMUI 13.0.0"
