phone_model,support,date,model_name,model_number
A94 5G/Reno5Z（CPH2211、PELM00）,quarterly,2022-01-24 11:51:49,A94 5G/Reno5Z,CPH2211、PELM00
A94 （CPH2203）,quarterly,2022-01-24 11:51:49,A94 ,CPH2203
A93 5G（PEHM00、CPH2121）,quarterly,2022-01-24 11:51:49,A93 5G,PEHM00、CPH2121
A93（CPH1921、CPH1923、CPH2123、PEHT00）,quarterly,2022-01-24 11:51:49,A93,CPH1921、CPH1923、CPH2123、PEHT00
A93S（PFGM00）,quarterly,2022-01-24 11:51:49,A93S,PFGM00
A92（CPH2059）,quarterly,2022-01-24 11:51:49,A92,CPH2059
A92s（PDKM00、PDKT00）,quarterly,2022-01-24 11:51:49,A92s,PDKM00、PDKT00
A91（PCPM00、CPH2021、CPH2001、PCAT10、PCAM10）,quarterly,2022-01-24 11:51:49,A91,PCPM00、CPH2021、CPH2001、PCAT10、PCAM10
A9 2020（CPH1937，CPH1941）,quarterly,2022-01-24 11:51:49,A9 2020,CPH1937，CPH1941
A74（CPH2219）,quarterly,2022-01-24 11:51:49,A74,CPH2219
A74 5G（CPH2197、CPH2263）,quarterly,2022-01-24 11:51:49,A74 5G,CPH2197、CPH2263
A73（CPH2095、CPH2099、CPH2161）,quarterly,2022-01-24 11:51:49,A73,CPH2095、CPH2099、CPH2161
A73 5G（CPH2161）,quarterly,2022-01-24 11:51:49,A73 5G,CPH2161
A72（PDYM20、PDYT20、CPH2067）,quarterly,2022-01-24 11:51:49,A72,PDYM20、PDYT20、CPH2067
A72n（PDYM10）,quarterly,2022-01-24 11:51:49,A72n,PDYM10
A59（CPH2365）,quarterly,2022-01-24 11:51:49,A59,CPH2365
A56（PFVM10）,quarterly,2022-01-24 11:51:49,A56,PFVM10
A55S（CPH2309）,quarterly,2022-01-24 11:51:49,A55S,CPH2309
A55s 5G（A102OP）,quarterly,2022-01-24 11:51:49,A55s 5G,A102OP
A55（CPH2325）,quarterly,2022-01-24 11:51:49,A55,CPH2325
A55 5G（PEMM00、PEMT00、PEMM20、PEMT20）,quarterly,2022-01-24 11:51:49,A55 5G,PEMM00、PEMT00、PEMM20、PEMT20
A54（CPH2239、CPH2195、CPH2241）,quarterly,2022-01-24 11:51:49,A54,CPH2239、CPH2195、CPH2241
A54 5G（CPH2195、CPH2303）,quarterly,2022-01-24 11:51:49,A54 5G,CPH2195、CPH2303
A53（PECM30、PECT30、CPH2127、CPH2131、CPH2139、CPH2135）,quarterly,2022-01-24 11:51:49,A53,PECM30、PECT30、CPH2127、CPH2131、CPH2139、CPH2135
A53 5G（PECM20、PECM30、PECT30）,quarterly,2022-01-24 11:51:49,A53 5G,PECM20、PECM30、PECT30
A53s 5G（CPH2135、CPH2321）,quarterly,2022-01-24 11:51:49,A53s 5G,CPH2135、CPH2321
A52（PDAM10、PDAT10、CPH2061、CPH2069）,quarterly,2022-01-24 11:51:49,A52,PDAM10、PDAT10、CPH2061、CPH2069
A16（CPH2269、CPH2271、CPH2275）,quarterly,2022-01-24 11:51:49,A16,CPH2269、CPH2271、CPH2275
A16K（CPH2349）,quarterly,2022-01-24 11:51:49,A16K,CPH2349
A15（CPH2179、CPH2185、CPH2185T2）,quarterly,2022-01-24 11:51:49,A15,CPH2179、CPH2185、CPH2185T2
A12（CPH2077、CPH2083）,quarterly,2022-01-24 11:51:49,A12,CPH2077、CPH2083
A11k（CPH2071、CPH2083、PCHM30、PCHT30）,quarterly,2022-01-24 11:51:49,A11k,CPH2071、CPH2083、PCHM30、PCHT30
A11（PCHM10、CPH1941、CPH1943）,quarterly,2022-01-24 11:51:49,A11,PCHM10、CPH1941、CPH1943
A9x（PCEM00、PCET00、CPH1938）,quarterly,2022-01-24 11:51:49,A9x,PCEM00、PCET00、CPH1938
A9（PCAM10、PCAT10、CPH1938，CPH2001）,quarterly,2022-01-24 11:51:49,A9,PCAM10、PCAT10、CPH1938，CPH2001
A9 2020（CPH1937、CPH1941）,quarterly,2022-01-24 11:51:49,A9 2020,CPH1937、CPH1941
A5 2020（CPH1931、CPH1933、CPH1943）,quarterly,2022-01-24 11:51:49,A5 2020,CPH1931、CPH1933、CPH1943
A8（PDBM00）,quarterly,2022-01-24 11:51:49,A8,PDBM00
A7n（PCDM00、PCDT00）,quarterly,2022-01-24 11:51:49,A7n,PCDM00、PCDT00
A1k（CPH1923）,quarterly,2022-01-24 11:51:49,A1k,CPH1923
AX7（CPH1903）,quarterly,2022-01-24 11:51:49,AX7,CPH1903
AX5（CPH1851）,quarterly,2022-01-24 11:51:49,AX5,CPH1851
A35（PEFM00）,quarterly,2022-01-24 11:51:49,A35,PEFM00
A33（CPH2137）,quarterly,2022-01-24 11:51:49,A33,CPH2137
A32（PDVM00）,quarterly,2022-01-24 11:51:49,A32,PDVM00
A31（CPH2015、CPH2073、CPH2081、CPH2031）,quarterly,2022-01-24 11:51:49,A31,CPH2015、CPH2073、CPH2081、CPH2031
A3（PADM00、PADT00、CPH1837）,quarterly,2022-01-24 11:51:49,A3,PADM00、PADT00、CPH1837
K9 5G（PEXM00）,quarterly,2022-01-24 11:51:49,K9 5G,PEXM00
K9 PRO（PEYM00）,quarterly,2022-01-24 11:51:49,K9 PRO,PEYM00
K9S（PERM10）,quarterly,2022-01-24 11:51:49,K9S,PERM10
K7x（PERM00）,quarterly,2022-01-24 11:51:49,K7x,PERM00
K7（PCRT01）,quarterly,2022-01-24 11:51:49,K7,PCRT01
K5（PCNM00）,quarterly,2022-01-24 11:51:49,K5,PCNM00
K3（PCGM00、CPH1955、PCNM00）,quarterly,2022-01-24 11:51:49,K3,PCGM00、CPH1955、PCNM00
A15（CPH2179、CPH2185）,others,2022-01-24 11:51:49,A15,CPH2179、CPH2185
A16k（CPH2349）,others,2022-01-24 11:51:49,A16k,CPH2349
A32（PDVM00）,others,2022-01-24 11:51:49,A32,PDVM00
A33（CPH2137）,others,2022-01-24 11:51:49,A33,CPH2137
A35（PEFM00）,others,2022-01-24 11:51:49,A35,PEFM00
A53s 5G（CPH2321）,others,2022-01-24 11:51:49,A53s 5G,CPH2321
A54（CPH2239、CPH2241）,others,2022-01-24 11:51:49,A54,CPH2239、CPH2241
A55 5G（PEMM20、PEMM00、PEMT00、PEMT20）,others,2022-01-24 11:51:49,A55 5G,PEMM20、PEMM00、PEMT00、PEMT20
A55s（CPH2309）,others,2022-01-24 11:51:49,A55s,CPH2309
A55s 5G（A102OP）,others,2022-01-24 11:51:49,A55s 5G,A102OP
A56（PFVM10）,others,2022-01-24 11:51:49,A56,PFVM10
A74（CPH2219）,others,2022-01-24 11:51:49,A74,CPH2219
A74 5G（CPH2263、CPH2197）,others,2022-01-24 11:51:49,A74 5G,CPH2263、CPH2197
A9（PCAM10、PCAT10、CPH1938）,others,2022-01-24 11:51:49,A9,PCAM10、PCAT10、CPH1938
A91（PCPM00、CPH2001、CPH2021）,others,2022-01-24 11:51:49,A91,PCPM00、CPH2001、CPH2021
A93s（PFGM00）,others,2022-01-24 11:51:49,A93s,PFGM00
A95（CPH2365）,others,2022-01-24 11:51:49,A95,CPH2365
A9x（PCEM00、PCET00）,others,2022-01-24 11:51:49,A9x,PCEM00、PCET00
F11（CPH1911）,others,2022-01-24 11:51:49,F11,CPH1911
F11 Pro（CPH1969、CPH1987）,others,2022-01-24 11:51:49,F11 Pro,CPH1969、CPH1987
F19 Pro+（CPH2213）,others,2022-01-24 11:51:49,F19 Pro+,CPH2213
F19s（CPH2223）,others,2022-01-24 11:51:49,F19s,CPH2223
Find  N （PEUM00）,others,2022-01-24 11:51:49,Find  N ,PEUM00
Find X2（CPH2023、PDEM10）,others,2022-01-24 11:51:49,Find X2,CPH2023、PDEM10
Find X2 Lite（CPH2005）,others,2022-01-24 11:51:49,Find X2 Lite,CPH2005
Find X2 Neo/Reno3 Pro（CPH2009）,others,2022-01-24 11:51:49,Find X2 Neo/Reno3 Pro,CPH2009
Find X2 Pro（CPH2025、PDEM30）,others,2022-01-24 11:51:49,Find X2 Pro,CPH2025、PDEM30
Find X3（PEDM00）,others,2022-01-24 11:51:49,Find X3,PEDM00
Find X3 Neo（CPH2207）,others,2022-01-24 11:51:49,Find X3 Neo,CPH2207
Find X3 Pro（CPH2173、PEEM00）,others,2022-01-24 11:51:49,Find X3 Pro,CPH2173、PEEM00
K7x（PERM00）,others,2022-01-24 11:51:49,K7x,PERM00
K9 5G（PEXM00）,others,2022-01-24 11:51:49,K9 5G,PEXM00
Reno Z（CPH1979、PCDM10、PCDT10）,others,2022-01-24 11:51:49,Reno Z,CPH1979、PCDM10、PCDT10
Reno2 F（CPH1989）,others,2022-01-24 11:51:49,Reno2 F,CPH1989
Reno2 Z（CPH1945、CPH1951、PCKM80）,others,2022-01-24 11:51:49,Reno2 Z,CPH1945、CPH1951、PCKM80
Reno3 5G（A001OP）,others,2022-01-24 11:51:49,Reno3 5G,A001OP
Reno3 Pro（CPH2009）,others,2022-01-24 11:51:49,Reno3 Pro,CPH2009
Reno5（CPH2145、CPH2159）,others,2022-01-24 11:51:49,Reno5,CPH2145、CPH2159
Reno5 A（A101OP、CPH2199）,others,2022-01-24 11:51:49,Reno5 A,A101OP、CPH2199
Reno5 pro（CPH2201、PDST00）,others,2022-01-24 11:51:49,Reno5 pro,CPH2201、PDST00
Reno5 Pro 5G（PDSM00）,others,2022-01-24 11:51:49,Reno5 Pro 5G,PDSM00
Reno5 Pro+ 5G（PDRM00）,others,2022-01-24 11:51:49,Reno5 Pro+ 5G,PDRM00
Reno6（CPH2235、CPH2251、PEQM00）,others,2022-01-24 11:51:49,Reno6,CPH2235、CPH2251、PEQM00
Reno6 pro（CPH2247、CPH2249、PEPM00）,others,2022-01-24 11:51:49,Reno6 pro,CPH2247、CPH2249、PEPM00
Reno6 Pro+ 5G（PENM00）,others,2022-01-24 11:51:49,Reno6 Pro+ 5G,PENM00
Reno7（PFJM10）,others,2022-01-24 11:51:49,Reno7,PFJM10
Reno7 pro（PFDM00）,others,2022-01-24 11:51:49,Reno7 pro,PFDM00
Reno7 SE（PFCM00）,others,2022-01-24 11:51:49,Reno7 SE,PFCM00
Find X2（CPH2023、CPH1921）,monthly,2024-05-31 04:32:50,Find X2,CPH2023、CPH1921
Find X2 Pro（CPH2025）  ,monthly,2024-05-31 04:32:50,Find X2 Pro,CPH2025  
Find X3（PEDM00）,monthly,2024-05-31 04:32:50,Find X3,PEDM00
Find X3 Neo（CPH2207）,monthly,2024-05-31 04:32:50,Find X3 Neo,CPH2207
Find X3 Pro（PEEM00、CPH2173、CPH2305）,monthly,2024-05-31 04:32:50,Find X3 Pro,PEEM00、CPH2173、CPH2305
Find X5（PFFM10、CPH2307）,monthly,2024-05-31 04:32:50,Find X5,PFFM10、CPH2307
Find X5 Pro(PFFM20、PFEM10、CPH2305）,monthly,2024-05-31 04:32:50,Find X5 Pro,
Find X5 Lite（CPH2371）,monthly,2024-05-31 04:32:50,Find X5 Lite,CPH2371
Find N（PEUM00）,monthly,2024-05-31 04:32:50,Find N,PEUM00
Find N2(PGU110、CPH2437),monthly,2024-05-31 04:32:50,Find N2,
Find X2 Lite（CPH2005）,quarterly,2024-05-31 04:32:50,Find X2 Lite,CPH2005
Find X2 Neo（CPH2009）,quarterly,2024-05-31 04:32:50,Find X2 Neo,CPH2009
Find X2（PDEM10、PDET10）,quarterly,2024-05-31 04:32:50,Find X2,PDEM10、PDET10
Find X2 Pro（PDEM30）,quarterly,2024-05-31 04:32:50,Find X2 Pro,PDEM30
Find X3 Pro（OPG03）,quarterly,2024-05-31 04:32:50,Find X3 Pro,OPG03
Reno Ace（PCLM10）,quarterly,2024-05-31 04:32:50,Reno Ace,PCLM10
Reno Ace2（PDHM00）,quarterly,2024-05-31 04:32:50,Reno Ace2,PDHM00
Reno 10x Zoom（PCCM00、PCCT00、CPH1919）,quarterly,2024-05-31 04:32:50,Reno 10x Zoom,PCCM00、PCCT00、CPH1919
Reno Z（PCDM10、PCDT10、CPH1979）,quarterly,2024-05-31 04:32:50,Reno Z,PCDM10、PCDT10、CPH1979
Reno2（PCKM00、CPH1907）,quarterly,2024-05-31 04:32:50,Reno2,PCKM00、CPH1907
Reno2 F（CPH1989）,quarterly,2024-05-31 04:32:50,Reno2 F,CPH1989
Reno2 Z（PCKM80、CPH1945、CPH1951）,quarterly,2024-05-31 04:32:50,Reno2 Z,PCKM80、CPH1945、CPH1951
Reno3（CPH2043、PCRT01）,quarterly,2024-05-31 04:32:50,Reno3,CPH2043、PCRT01
Reno3 5G（PDCM00、PCLM50、A001OP）,quarterly,2024-05-31 04:32:50,Reno3 5G,PDCM00、PCLM50、A001OP
Reno3 A（CPH2013、A002OP）,quarterly,2024-05-31 04:32:50,Reno3 A,CPH2013、A002OP
Reno3 Pro（CPH2035、CPH2036、CPH2037、CPH2009）,quarterly,2024-05-31 04:32:50,Reno3 Pro,CPH2035、CPH2036、CPH2037、CPH2009
Reno3 Pro 5G（PCRM00）,quarterly,2024-05-31 04:32:50,Reno3 Pro 5G,PCRM00
Reno4（CPH2113、CPH2109）,quarterly,2024-05-31 04:32:50,Reno4,CPH2113、CPH2109
Reno4 5G（PDPM00、PDPT00、CPH2091）,quarterly,2024-05-31 04:32:50,Reno4 5G,PDPM00、PDPT00、CPH2091
Reno4 F（CPH2209）,quarterly,2024-05-31 04:32:50,Reno4 F,CPH2209
Reno4 Lite（CPH2125）,quarterly,2024-05-31 04:32:50,Reno4 Lite,CPH2125
Reno4 Pro（PDNT00、PDNM00、CPH2109、CPH2113）,quarterly,2024-05-31 04:32:50,Reno4 Pro,PDNT00、PDNM00、CPH2109、CPH2113
Reno4 Pro 5G（CPH2089）,quarterly,2024-05-31 04:32:50,Reno4 Pro 5G,CPH2089
Reno4 SE（PEAT00、PEAM00）,quarterly,2024-05-31 04:32:50,Reno4 SE,PEAT00、PEAM00
Reno4 Z 5G（CPH2065）,quarterly,2024-05-31 04:32:50,Reno4 Z 5G,CPH2065
Reno5（CPH2159、CPH2199、CPH2217）,quarterly,2024-05-31 04:32:50,Reno5,CPH2159、CPH2199、CPH2217
Reno5 5G（PEGT00、PEGM00、CPH2145）,quarterly,2024-05-31 04:32:50,Reno5 5G,PEGT00、PEGM00、CPH2145
Reno5 A（CPH2199、A103OP、A101OP）,quarterly,2024-05-31 04:32:50,Reno5 A,CPH2199、A103OP、A101OP
Reno5 F（CPH2217）,quarterly,2024-05-31 04:32:50,Reno5 F,CPH2217
Reno5 Z（CPH2211）,quarterly,2024-05-31 04:32:50,Reno5 Z,CPH2211
Reno5 K 5G（PEGM10、PEGT10）,quarterly,2024-05-31 04:32:50,Reno5 K 5G,PEGM10、PEGT10
Reno5 Lite（CPH2205）,quarterly,2024-05-31 04:32:50,Reno5 Lite,CPH2205
Reno5 Pro 5G（PDSM00、PDST00、CPH2201）,quarterly,2024-05-31 04:32:50,Reno5 Pro 5G,PDSM00、PDST00、CPH2201
Reno5 Pro+ 5G（PDRM00）,quarterly,2024-05-31 04:32:50,Reno5 Pro+ 5G,PDRM00
Reno6（PEQM00、CPH2235）,quarterly,2024-05-31 04:32:50,Reno6,PEQM00、CPH2235
Reno6  5G (CPH2251),quarterly,2024-05-31 04:32:50,Reno6  5G ,
Reno6 Pro（PEPM00）,quarterly,2024-05-31 04:32:50,Reno6 Pro,PEPM00
Reno6 Pro 5G(CPH2249、CPH2247),quarterly,2024-05-31 04:32:50,Reno6 Pro 5G,
Reno6 Pro+ 5G（PENM00）,quarterly,2024-05-31 04:32:50,Reno6 Pro+ 5G,PENM00
Reno6 Z 5G（CPH2237）,quarterly,2024-05-31 04:32:50,Reno6 Z 5G,CPH2237
Reno7 (CPH2363）,quarterly,2024-05-31 04:32:50,Reno7 ,
Reno7 5G（PFJM10、CPH2371）,quarterly,2024-05-31 04:32:50,Reno7 5G,PFJM10、CPH2371
Reno7 Pro 5G（PFDM00、CPH2293）,quarterly,2024-05-31 04:32:50,Reno7 Pro 5G,PFDM00、CPH2293
Reno7 SE 5G（PFCM00）,quarterly,2024-05-31 04:32:50,Reno7 SE 5G,PFCM00
Reno7 Z 5G（CPH2343）,quarterly,2024-05-31 04:32:50,Reno7 Z 5G,CPH2343
Reno7 A（CPH2353、A201OP）,quarterly,2024-05-31 04:32:50,Reno7 A,CPH2353、A201OP
Reno8 5G（PGBM10、CPH2461）,quarterly,2024-05-31 04:32:50,Reno8 5G,PGBM10、CPH2461
Reno8 Pro+ 5G（PFZM10）,quarterly,2024-05-31 04:32:50,Reno8 Pro+ 5G,PFZM10
Reno8 Lite 5G（CPH2343）,quarterly,2024-05-31 04:32:50,Reno8 Lite 5G,CPH2343
Reno8 Z（CPH2457）,quarterly,2024-05-31 04:32:50,Reno8 Z,CPH2457
Reno8 T（CPH2481）,quarterly,2024-05-31 04:32:50,Reno8 T,CPH2481
Reno8 T 5G（CPH2505）,quarterly,2024-05-31 04:32:50,Reno8 T 5G,CPH2505
Reno9 5G(PHM110),quarterly,2024-05-31 04:32:50,Reno9 5G,
Reno9 Pro 5G（PGX110）,quarterly,2024-05-31 04:32:50,Reno9 Pro 5G,PGX110
Reno9 Pro+ 5G（PGW110）,quarterly,2024-05-31 04:32:50,Reno9 Pro+ 5G,PGW110
A1 Pro 5G（PHQ110）,quarterly,2024-05-31 04:32:50,A1 Pro 5G,PHQ110
A8（PDBM00）,quarterly,2024-05-31 04:32:50,A8,PDBM00
A9（CPH1938),quarterly,2024-05-31 04:32:50,A9,CPH1938)
A9 2020（CPH1937、CPH1941、CPH1943）,quarterly,2024-05-31 04:32:50,A9 2020,CPH1937、CPH1941、CPH1943
A11（PCHM10、CPH1943、CPH1941、CPH1931）,quarterly,2024-05-31 04:32:50,A11,PCHM10、CPH1943、CPH1941、CPH1931
A11K（PCHM30、CPH2071、CPH2083）,quarterly,2024-05-31 04:32:50,A11K,PCHM30、CPH2071、CPH2083
A12（CPH2077、CPH2083）,quarterly,2024-05-31 04:32:50,A12,CPH2077、CPH2083
A15(CPH2179、CPH2185）,quarterly,2024-05-31 04:32:50,A15,
A15S（CPH2179）,quarterly,2024-05-31 04:32:50,A15S,CPH2179
A16（CPH2269、CPH2275）,quarterly,2024-05-31 04:32:50,A16,CPH2269、CPH2275
A16K（CPH2349、CPH2351）,quarterly,2024-05-31 04:32:50,A16K,CPH2349、CPH2351
A16S（CPH2271）,quarterly,2024-05-31 04:32:50,A16S,CPH2271
A16E（CPH2421）,quarterly,2024-05-31 04:32:50,A16E,CPH2421
A31（CPH2015、CPH2031、CPH2073、CPH2081）,quarterly,2024-05-31 04:32:50,A31,CPH2015、CPH2031、CPH2073、CPH2081
A32(PDVM00),quarterly,2024-05-31 04:32:50,A32,
A33(CPH2137),quarterly,2024-05-31 04:32:50,A33,
A35（PEFM00）,quarterly,2024-05-31 04:32:50,A35,PEFM00
A36（PESM10）,quarterly,2024-05-31 04:32:50,A36,PESM10
A5 2020（CPH1931、CPH1933、CPH1943）,quarterly,2024-05-31 04:32:50,A5 2020,CPH1931、CPH1933、CPH1943
A52（PDAM10、PDAT10、CPH2061、CPH2067、CPH2069）,quarterly,2024-05-31 04:32:50,A52,PDAM10、PDAT10、CPH2061、CPH2067、CPH2069
A53（CPH2127、CPH2139、CPH2131）,quarterly,2024-05-31 04:32:50,A53,CPH2127、CPH2139、CPH2131
A53 5G（PECM20、PECT30、PECM30）,quarterly,2024-05-31 04:32:50,A53 5G,PECM20、PECT30、PECM30
A53S（CPH2135）,quarterly,2024-05-31 04:32:50,A53S,CPH2135
A53S 5G(CPH2321),quarterly,2024-05-31 04:32:50,A53S 5G,
A54（CPH2239、CPH2241）,quarterly,2024-05-31 04:32:50,A54,CPH2239、CPH2241
A54 5G（CPH2195、CPH2303、OPG02）,quarterly,2024-05-31 04:32:50,A54 5G,CPH2195、CPH2303、OPG02
A54S（CPH2273）,quarterly,2024-05-31 04:32:50,A54S,CPH2273
A55（CPH2325）,quarterly,2024-05-31 04:32:50,A55,CPH2325
A55 5G（PEMM00、PEMT00、PEMT20、PEMM20）,quarterly,2024-05-31 04:32:50,A55 5G,PEMM00、PEMT00、PEMT20、PEMM20
A55s  5G (CPH2309、A102OP),quarterly,2024-05-31 04:32:50,A55s  5G ,
A56 5G（PFVM10）,quarterly,2024-05-31 04:32:50,A56 5G,PFVM10
A57（PFTM20、CPH1701、CPH2387、CPH2407）,quarterly,2024-05-31 04:32:50,A57,PFTM20、CPH1701、CPH2387、CPH2407
A57s(CPH2385),quarterly,2024-05-31 04:32:50,A57s,
A58 5G（PHJ110）,quarterly,2024-05-31 04:32:50,A58 5G,PHJ110
A72 （CPH2067）,quarterly,2024-05-31 04:32:50,A72 ,CPH2067
A72 5G(PDYM20、PDYT20),quarterly,2024-05-31 04:32:50,A72 5G,
A73（CPH2095、CPH2099）,quarterly,2024-05-31 04:32:50,A73,CPH2095、CPH2099
A73 5G (CPH2161),quarterly,2024-05-31 04:32:50,A73 5G ,
A74（CPH2219）,quarterly,2024-05-31 04:32:50,A74,CPH2219
A74 5G（CPH2197、CPH2263）,quarterly,2024-05-31 04:32:50,A74 5G,CPH2197、CPH2263
A76（CPH2375),quarterly,2024-05-31 04:32:50,A76,CPH2375)
A77 5G（CPH2339）,quarterly,2024-05-31 04:32:50,A77 5G,CPH2339
A77(CPH2385),quarterly,2024-05-31 04:32:50,A77,
A77s（CPH2473）,quarterly,2024-05-31 04:32:50,A77s,CPH2473
A78 5G（CPH2495）,quarterly,2024-05-31 04:32:50,A78 5G,CPH2495
A91（PCPM00、CPH2001、CPH2021）,quarterly,2024-05-31 04:32:50,A91,PCPM00、CPH2001、CPH2021
A92（CPH2059）,quarterly,2024-05-31 04:32:50,A92,CPH2059
A92S（PDKM00、PDKT00）,quarterly,2024-05-31 04:32:50,A92S,PDKM00、PDKT00
A93S（PFGM00）,quarterly,2024-05-31 04:32:50,A93S,PFGM00
A93（CPH2121、CPH2123）,quarterly,2024-05-31 04:32:50,A93,CPH2121、CPH2123
A93 5G（PEHM00、PEHT00）,quarterly,2024-05-31 04:32:50,A93 5G,PEHM00、PEHT00
A94（CPH2203）,quarterly,2024-05-31 04:32:50,A94,CPH2203
A95（CPH2365）,quarterly,2024-05-31 04:32:50,A95,CPH2365
A95 5G（PELM00）,quarterly,2024-05-31 04:32:50,A95 5G,PELM00
A96（CPH2333、PHA120）,quarterly,2024-05-31 04:32:50,A96,CPH2333、PHA120
A96 5G(PFUM10),quarterly,2024-05-31 04:32:50,A96 5G,
A97(PFTM10),quarterly,2024-05-31 04:32:50,A97,
F11(CPH1911),quarterly,2024-05-31 04:32:50,F11,
F11 Pro(CPH1969、CPH1987）,quarterly,2024-05-31 04:32:50,F11 Pro,
F17 Pro（CPH2119）,quarterly,2024-05-31 04:32:50,F17 Pro,CPH2119
F19 Pro（CPH2285）,quarterly,2024-05-31 04:32:50,F19 Pro,CPH2285
F19 Pro+（CPH2213）,quarterly,2024-05-31 04:32:50,F19 Pro+,CPH2213
F19s（CPH2223）,quarterly,2024-05-31 04:32:50,F19s,CPH2223
F21 Pro 5G（CPH2341、CPH2343）,quarterly,2024-05-31 04:32:50,F21 Pro 5G,CPH2341、CPH2343
F21s Pro 5G（CPH2455）,quarterly,2024-05-31 04:32:50,F21s Pro 5G,CPH2455
F21 Pro（CPH2363）,quarterly,2024-05-31 04:32:50,F21 Pro,CPH2363
K5（PCNM00）,quarterly,2024-05-31 04:32:50,K5,PCNM00
K7（PCRT01）,quarterly,2024-05-31 04:32:50,K7,PCRT01
K7x（PERM00）,quarterly,2024-05-31 04:32:50,K7x,PERM00
K9 5G（PEXM00）,quarterly,2024-05-31 04:32:50,K9 5G,PEXM00
K9 Pro 5G（PEYM00）,quarterly,2024-05-31 04:32:50,K9 Pro 5G,PEYM00
K9x 5G（PGCM10）,quarterly,2024-05-31 04:32:50,K9x 5G,PGCM10
K9S（PERM10）,quarterly,2024-05-31 04:32:50,K9S,PERM10
K10 Pro 5G（PGIM10),quarterly,2024-05-31 04:32:50,K10 Pro 5G,PGIM10)
K10（PGJM10、CPH2373）,quarterly,2024-05-31 04:32:50,K10,PGJM10、CPH2373
K10 5G (CPH2337、CPH2237),quarterly,2024-05-31 04:32:50,K10 5G ,
K10x 5G（PGGM10）,quarterly,2024-05-31 04:32:50,K10x 5G,PGGM10
R8A(PGAM10),quarterly,2024-05-31 04:32:50,R8A,
Find N2(PGU110、CPH2437),others,2024-05-31 04:32:50,Find N2,
Find X2(PDEM10、CPH2023),others,2024-05-31 04:32:50,Find X2,
Find X2 Lite(CPH2005),others,2024-05-31 04:32:50,Find X2 Lite,
Find X2 Neo(CPH2009),others,2024-05-31 04:32:50,Find X2 Neo,
Find X2 Pro(PDEM30、CPH2025、OPG02),others,2024-05-31 04:32:50,Find X2 Pro,
Find X3 Neo(CPH2207),others,2024-05-31 04:32:50,Find X3 Neo,
Find X3 Pro(PEEM00、CPH2173、OPG03),others,2024-05-31 04:32:50,Find X3 Pro,
Find X5(PFFM10、CPH2307),others,2024-05-31 04:32:50,Find X5,
Find X5 Pro(PFFM20、PFEM10、CPH2305),others,2024-05-31 04:32:50,Find X5 Pro,
Reno Ace2(PDHM00),others,2024-05-31 04:32:50,Reno Ace2,
Reno3(CPH2043),others,2024-05-31 04:32:50,Reno3,
Reno3 Pro(CPH2035、CPH2036、CPH2037、CPH2009),others,2024-05-31 04:32:50,Reno3 Pro,
Reno4(CPH2113、CPH2109),others,2024-05-31 04:32:50,Reno4,
Reno4 5G(CPH2091),others,2024-05-31 04:32:50,Reno4 5G,
Reno4 Pro 5G(CPH2089),others,2024-05-31 04:32:50,Reno4 Pro 5G,
Reno4Z 5G(CPH2065),others,2024-05-31 04:32:50,Reno4Z 5G,
Reno5(CPH2159),others,2024-05-31 04:32:50,Reno5,
Reno5 5G(PEGT00、PEGM00、CPH2145),others,2024-05-31 04:32:50,Reno5 5G,
Reno5 A(CPH2199、A101OP、A103OP),others,2024-05-31 04:32:50,Reno5 A,
Reno5 K 5G(PEGT10、PEGM10),others,2024-05-31 04:32:50,Reno5 K 5G,
Reno5 Z(CPH2211),others,2024-05-31 04:32:50,Reno5 Z,
Reno6(CPH2235),others,2024-05-31 04:32:50,Reno6,
Reno6 Pro(PEPM00、CPH2249),others,2024-05-31 04:32:50,Reno6 Pro,
Reno7(PFJM10),others,2024-05-31 04:32:50,Reno7,
Reno7 Pro 5G(PFDM00、CPH2293),others,2024-05-31 04:32:50,Reno7 Pro 5G,
Reno8 Pro 5G(CPH2357),others,2024-05-31 04:32:50,Reno8 Pro 5G,
Reno8 Pro+ 5G(PFZM10),others,2024-05-31 04:32:50,Reno8 Pro+ 5G,
Reno8 T(CPH2481),others,2024-05-31 04:32:50,Reno8 T,
Reno8 T 5G(CPH2505),others,2024-05-31 04:32:50,Reno8 T 5G,
A15(CPH2185、CPH2179),others,2024-05-31 04:32:50,A15,
A16(CPH2269),others,2024-05-31 04:32:50,A16,
A16E(CPH2421),others,2024-05-31 04:32:50,A16E,
A16K(CPH2349、CPH2351),others,2024-05-31 04:32:50,A16K,
A16S(CPH2271),others,2024-05-31 04:32:50,A16S,
A36(PESM10),others,2024-05-31 04:32:50,A36,
A52(CPH2061、CPH2069),others,2024-05-31 04:32:50,A52,
A53(CPH2127、CPH2139、CPH2131),others,2024-05-31 04:32:50,A53,
A53s(CPH2135),others,2024-05-31 04:32:50,A53s,
A54 5G(CPH2195、CPH2303),others,2024-05-31 04:32:50,A54 5G,
A54S(CPH2273),others,2024-05-31 04:32:50,A54S,
A55(PEMM20、CPH2325),others,2024-05-31 04:32:50,A55,
A55 5G(PEMM00、PEMT00、PEMT20),others,2024-05-31 04:32:50,A55 5G,
A55s 5G(CPH2309、A102OP),others,2024-05-31 04:32:50,A55s 5G,
