filename,first_12_bytes,spl,identifier,firmware_name,os_version,android_version,patch_type
,,2020-11-05,,CPH2043EU_11_OTA_0220_all_Z7vZ4IAgOqNE.zip,,,1
,,,,M6763E_11_OTA_0220_all_ehSTxTY538wC.zip,,,1
,,2019-09-05,,CPH1921EX_11_OTA_0160_all_v1DKCRWuHblE.zip,,,1
,,2020-10-05,,CPH2035PU_11_OTA_0270_all_NKxyZ5YiyHsb.zip,,,1
,,,,M6763D_11_OTA_0300_all_64VrR5oeRDO5.zip,,,1
,,2021-01-05,,CPH2015EUEX_11_OTA_0480_all_Xyfby6hyjv0G.zip,,,1
,,,,M6763E_11_OTA_0330_all_A7h9YDI2NoD2.zip,,,1
,,,,CPH1607EX_11_OTA_023_all_201808091030.zip,,,1
,,2020-04-05,,CPH2043PU_11_OTA_0130_all_TsrIo13iRfVL.zip,,,1
,,,,M6763E_11_OTA_0300_all_idkyqSNBL8hT.zip,,,1
,,2020-09-05,,CPH1859EX_11_OTA_1140_all_i8id3fJHwLFf.zip,,,1
,,2021-02-05,,CPH2095PU_11_OTA_0370_all_XmeA9GC7Z9uV.zip,V7.2,10,1
