device,firmware_name,release_date,android_version,link,region,country,spl,chipset,keyword
y03,PD2327F_EX_A_14.0.10.3.W20.V000L1,4/18/24,14,https://www.vivo.com/id/support/system-update,id,Indonesia,3/1/24,Mediatek Helio G85 (12 nm),mediatek helio g85
y100 5g,PD2341F_EX_A_14.0.8.12.W20.V000L1,4/18/24,14,https://www.vivo.com/id/support/system-update,id,Indonesia,3/1/24,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
y100,PD2358F_EX_A_14.0.9.4.W20.V000L1,4/18/24,14,https://www.vivo.com/id/support/system-update,id,Indonesia,3/1/24,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
y27s,PD2280F_EX_A_13.0.9.3.W20.V000L1,11/14/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y17s,PD2317F_EX_A_13.0.10.5.W20.V000L1,11/14/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6769 Helio G85 (12 nm),mediatek mt6769 helio g85
y27 5g,PD2279F_EX_A_13.0.11.0.W20.V000L1,11/14/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 6020 (7 nm),mediatek dimensity 6020
y27,PD2281F_EX_A_13.0.5.19.W20.V000L1,11/14/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6769 Helio G85 (12 nm),mediatek mt6769 helio g85
y36 5g,PD2279F_EX_A_13.0.11.0.W20.V000L1,11/14/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 6020 (7 nm),mediatek dimensity 6020
y36,PD2280F_EX_A_13.0.9.3.W20.V000L1,11/14/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y02t,PD2236IF_EX_A_13.0.11.2.W20.V000L1,11/14/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y22,PD2226F_EX_A_12.0.17.1.W20.V000L1,4/18/24,12,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6769Z Helio G85 (12 nm),mediatek mt6769z helio g85
y16,PD2216F_EX_A_12.0.13.2.W20.V000L1,4/18/24,12,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33t,PD2142F_EX_A_13.1.12.4.W20.V000L1,4/18/24,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y75 5g,PD2166F_EX_A_6.16.29,4/18/24,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y21t,PD2158F_EX_A_13.1.3.6.W20.V000L1,11/14/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y51a,PD2050F_EX_A_6.8.0,10/11/22,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM6115,Snapdragon 662 (11 nm)","qualcomm sm6115,snapdragon 662"
y15s,PD2140F_EX_A_6.20.4,10/11/22,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_6.16.1,10/11/22,Android 12,https://www.vivo.com/id/support/system-update,id,Indonesia,7/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21s,PD2138F_EX_A_6.16.1,10/11/22,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21 (2021),PD2139F_EX_A_6.19.7,11/21/23,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y53s,PD2103F_EX_A_6.18.1,10/11/22,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,7/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y20a,PD2060F_EX_A_1.7.17,10/11/22,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y12s 2021,PD2060F_EX_A_1.7.17,10/11/22,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y51,PD1510F_EX_A_1.19.0,1/7/19,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y20 2021,PD2036F_EX_A_1.12.17,4/21/21,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y20s【g】,PD2066F_EX_A_6.17.2,10/11/22,Android 10,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Helio G80 (12 nm),mediatek helio g80
y1s,PD2014F_EX_A_1.13.36,10/11/22,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y51（8+128g）,PD2044F_EX_A_1.7.21,1/21/22,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,,Qualcomm SDM665 Snapdragon 665 (11 nm),"qualcomm sdm665,snapdragon 665"
y20s,PD2034F_EX_A_1.9.27,10/11/22,Android 10,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y12s,PD2036F_EX_A_6.13.0,4/22/22,6,https://www.vivo.com/id/support/system-update,id,Indonesia,3/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y20,PD2034F_EX_A_1.9.27,10/11/22,Android 10,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y12i,PD1930F_EX_A_1.18.1,5/8/21,1,https://www.vivo.com/id/support/system-update,id,Indonesia,2/1/21,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y30i,PD1987F_EX_A_6.17.2,10/12/22,Android 10,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y50,PD1965F_EX_A_1.13.19,10/11/22,Android 10,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM6125,Snapdragon 665 (11 nm)","qualcomm sm6125,snapdragon 665"
y30,PD1987F_EX_A_6.17.2,10/12/22,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y11,PD1930F_EX_A_6.8.55,4/22/22,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6582–ú,mediatek mt6582–ú
y19,PD1934F_EX_A_8.9.22,10/11/22,8,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
y15,PD1901BF_EX_A_6.12.21,4/2/22,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y12,PD1901BF_EX_A_6.12.24,10/11/22,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y91c,PD1818HF_EX_A_1.22.2,10/12/22,Android 8.1 Oreo,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762
y17,PD1901F_EX_A_1.59.3,5/24/24,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y91 2019,PD1818GF_EX_A_1.22.2,10/12/22,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y93,PD1818CF_EX_A_1.13.0,10/12/22,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y95,PD1818F_EX_A_1.21.6,10/12/22,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y91,PD1818EF_EX_A_1.10.12,7/20/21,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM439,Snapdragon 439 (12 nm)","qualcomm sdm439,snapdragon 439"
y83,PD1803BF_EX_A_1.23.3,5/21/21,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y81,PD1732CF_EX_A_1.26.2,10/12/22,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y81d,PD1732F_EX_A_2.6.3,8/6/20,Android 8.1 Oreo,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762
y71,PD1731F_EX_A_1.17.3,6/13/20,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y65,PD1621BF_EX_A_1.18.2,5/29/19,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y69,PD1705F_EX_A_1.17.0,7/18/19,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6750 (28 nm),mediatek mt6750
y53,PD1628F_EX_A_3.2.2,1/24/19,3,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm MSM8917,Snapdragon 425 (28 nm)","qualcomm msm8917,snapdragon 425"
y55s,PD1613BF_EX_A_1.19.2,5/6/19,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y55,PD1613F_EX_A_1.21.4,5/10/19,1,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y35,PD1502F_EX_A_2.6.1,4/24/20,2,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y21,PD1309CW_EX_A_1.15.1,5/10/19,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
t1pro 5g,PD2193F_EX_A_13.1.23.2.W20.V000L1,4/18/24,Android 11,https://www.vivo.com/id/support/system-update,id,Indonesia,,Qualcomm SM7325 Snapdragon 778G 5G (6 nm),"qualcomm sm7325,snapdragon 778g 5g"
t1 5g,PD2166F_EX_A_6.16.29,11/13/23,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 810 (6 nm),mediatek dimensity 810
v30 pro,PD2332F_EX_A_14.0.8.31.W20.V000L1,4/18/24,14,https://www.vivo.com/id/support/system-update,id,Indonesia,2/1/24,Mediatek Dimensity 8200 (4 nm),mediatek dimensity 8200
v30,PD2323F_EX_A_14.0.5.5.W20.V000L1,4/18/24,14,https://www.vivo.com/id/support/system-update,id,Indonesia,1/1/24,Qualcomm SM7550,qualcomm sm7550
v27,PD2269F_EX_A_13.0.9.51.W20.V000L1,11/13/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 7200 (4 nm),mediatek dimensity 7200
v29e,PD2325F_EX_A_13.0.8.2.W20.V000L1,11/13/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM6375,Snapdragon 695 5G (6 nm)","qualcomm sm6375,snapdragon 695 5g"
v29,PD2283F_EX_A_13.0.13.2.W20.V000L1,11/13/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM7325,Snapdragon 778G 5G (6 nm)","qualcomm sm7325,snapdragon 778g 5g"
v27e,PD2268F_EX_A_13.0.10.8.W20.V000L1,11/13/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Helio G99 (6 nm),mediatek helio g99
v25 pro,PD2204F_EX_A_12.0.9.0.W20.V000L1,11/13/23,12,https://www.vivo.com/id/support/system-update,id,Indonesia,10/1/22,Mediatek Dimensity 1300 (6 nm),mediatek dimensity 1300
v25,PD2215F_EX_A_12.0.8.5.W20.V000L1,11/13/23,12,https://www.vivo.com/id/support/system-update,id,Indonesia,11/1/22,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
v25e,PD2214F_EX_A_12.0.7.10.W20.V000L1,11/13/23,12,https://www.vivo.com/id/support/system-update,id,Indonesia,11/1/22,Mediatek Helio G99 (6 nm),mediatek helio g99
v23 5g,PD2167F_EX_A_13.1.15.21.W20.V000L1,11/13/23,13,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v23e,PD2150F_EX_A_8.17.5,11/13/23,Android 12,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6781 Helio G96 (12 nm),mediatek mt6781 helio g96
v21 5g,PD2083F_EX_A_8.7.7,11/13/23,Android 12,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v21,PD2107F_EX_A_6.9.0,11/13/23,Android 12,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v20 se,PD2038F_EX_A_8.9.18,10/11/22,8,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
v20,PD2039F_EX_A_8.2.19,11/13/23,8,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v19,PD1948F_EX_A_6.12.4,3/5/21,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM712,Snapdragon 712 (10 nm)","qualcomm sdm712,snapdragon 712"
v17 pro,PD1931F_EX_A_9.2.9,10/11/22,9,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
v15 pro（6+128）,PD1832F_EX_A_8.8.1,9/17/21,8,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6771 Helio P70 (12 nm),mediatek mt6771 helio p70
v15,PD1831F_EX_A_8.1.35,9/17/21,8,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6771 Helio P70 (12 nm),mediatek mt6771 helio p70
v11 pro,PD1814F_EX_A_8.8.4,5/22/21,8,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
v11,PD1813F_EX_A_8.8.20,10/12/22,8,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
v9 6gb,PD1730CF_EX_A_6.13.7,5/22/21,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM660,Snapdragon 660 (14 nm)","qualcomm sdm660,snapdragon 660"
v9,PD1730BF_EX_A_6.12.13,5/8/21,6,https://www.vivo.com/id/support/system-update,id,Indonesia,,Qualcomm MSM8953,qualcomm msm8953
v7,PD1718F_EX_A_3.13.7,11/6/20,3,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
v7+,PD1708F_EX_A_3.12.3,6/13/20,3,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm SDM450,Snapdragon 450 (14 nm)","qualcomm sdm450,snapdragon 450"
v5plus,PD1624F_EX_A_3.11.0,8/28/19,Android 7.1 Nougat,https://www.vivo.com/id/support/system-update,id,Indonesia,,Qualcomm MSM8953 Snapdragon 625 (14 nm),"qualcomm msm8953,snapdragon 625"
v5s,PD1612DF_EX_A_3.14.2,7/18/19,3,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6750 (28 nm),mediatek mt6750
v5,PD1612F_EX_A_3.14.9,1/16/20,3,https://www.vivo.com/id/support/system-update,id,Indonesia,,Mediatek MT6750 (28 nm),mediatek mt6750
v5 lite,PD1612BF_EX_A_2.11.2,5/6/19,Android 6.0 Marshmallow,https://www.vivo.com/id/support/system-update,id,Indonesia,,Qualcomm MSM8937 Snapdragon 430 (28 nm),"qualcomm msm8937,snapdragon 430"
v3 max,PD1523F_EX_A_2.8.17,3/20/19,2,https://www.vivo.com/id/support/system-update,id,Indonesia,,"Qualcomm MSM8939v2,Snapdragon 616 (28 nm)","qualcomm msm8939v2,snapdragon 616"
y35,PD2225F_EX_A_12.0.8.6.W30.V000L1,11/10/22,12,https://www.vivo.com/sk/support/system-update,sk,Slovakia,10/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y21,PD2139F_EX_A_36.19.7,12/9/22,Android 11,https://www.vivo.com/sk/support/system-update,sk,Slovakia,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y01,PD2140F_EX_A_36.25.1,12/9/22,Android 12,https://www.vivo.com/sk/support/system-update,sk,Slovakia,10/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765
y76 5g,PD2156F_EX_A_36.10.50,12/9/22,Android 12,https://www.vivo.com/sk/support/system-update,sk,Slovakia,10/1/22,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y55 5g,PD2166F_EX_A_3.19.0,11/8/22,3,https://www.vivo.com/sk/support/system-update,sk,Slovakia,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y33s,PD2147F_EX_A_36.19.1,8/14/23,Android 12,https://www.vivo.com/sk/support/system-update,sk,Slovakia,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21s,PD2138F_EX_A_36.19.1,6/16/23,Android 11,https://www.vivo.com/sk/support/system-update,sk,Slovakia,10/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
x80 lite,PD2215F_EX_A_12.0.8.5.W30.V000L1,12/9/22,12,https://www.vivo.com/sk/support/system-update,sk,Slovakia,,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
x80 pro,PD2185F_EX_A_12.0.14.1.W30.V000L1,12/16/22,12,https://www.vivo.com/sk/support/system-update,sk,Slovakia,11/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
v23 5g,PD2167F_EX_A_12.0.14.8.W30.V000L1,12/9/22,12,https://www.vivo.com/sk/support/system-update,sk,Slovakia,,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v25e,PD2214F_EX_A_12.0.7.10.W20.V000L1,,12,https://www.vivo.com/ke/support/system-update,ke,Kenya,11/1/22,Mediatek Helio G99 (6 nm),mediatek helio g99
v25,PD2215F_EX_A_13.1.13.5.W20.V000L1,,13,https://www.vivo.com/ke/support/system-update,ke,Kenya,12/1/22,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
v23 5g,PD2167F_EX_A_13.1.14.0.W20.V000L1,,13,https://www.vivo.com/ke/support/system-update,ke,Kenya,12/1/22,Mediatek Dimensity 920 (6 nm),mediatek dimensity 920
v23e,PD2150F_EX_A_6.18.0,,Android 12,https://www.vivo.com/ke/support/system-update,ke,Kenya,10/1/22,Mediatek MT6781 Helio G96 (12 nm),mediatek mt6781 helio g96
v21,PD2083F_EX_A_6.8.22,,Android 12,https://www.vivo.com/ke/support/system-update,ke,Kenya,,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
v20,PD2039F_EX_A_6.21.9,,6,https://www.vivo.com/ke/support/system-update,ke,Kenya,,"Qualcomm SM7125,Snapdragon 720G (8 nm)","qualcomm sm7125,snapdragon 720g"
v19,PD1969F_EX_A_6.9.16,,6,https://www.vivo.com/ke/support/system-update,ke,Kenya,,"Qualcomm SDM712,Snapdragon 712 (10 nm)","qualcomm sdm712,snapdragon 712"
v17 pro,PD1931F_EX_A_9.2.9,,9,https://www.vivo.com/ke/support/system-update,ke,Kenya,,"Qualcomm SDM675,Snapdragon 675 (11 nm)","qualcomm sdm675,snapdragon 675"
y16,PD2216F_EX_A_12.0.10.6.W20.V000L1,,12,https://www.vivo.com/ke/support/system-update,ke,Kenya,11/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y22,PD2226F_EX_A_12.0.15.2.W20.V000L1,,12,https://www.vivo.com/ke/support/system-update,ke,Kenya,12/1/22,Mediatek MT6769Z Helio G85 (12 nm),mediatek mt6769z helio g85
y35,PD2225F_EX_A_12.0.10.4.W20.V000L1,,12,https://www.vivo.com/ke/support/system-update,ke,Kenya,12/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y02,PD2236F_EX_A_12.0.6.8.W20.V000L1,,Android 10,https://www.vivo.com/ke/support/system-update,ke,Kenya,12/1/22,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y15s,PD2140F_EX_A_6.20.4,,Android 11,https://www.vivo.com/ke/support/system-update,ke,Kenya,4/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y33s,PD2147F_EX_A_6.16.1,,Android 12,https://www.vivo.com/ke/support/system-update,ke,Kenya,7/1/22,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y21,PD2139F_EX_A_6.19.7,,Android 11,https://www.vivo.com/ke/support/system-update,ke,Kenya,9/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y53s,PD2103F_EX_A_6.18.1,,Android 11,https://www.vivo.com/ke/support/system-update,ke,Kenya,7/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y20s,PD2034F_EX_A_1.9.27,,Android 10,https://www.vivo.com/ke/support/system-update,ke,Kenya,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y12s,PD2036F_EX_A_6.13.0,,6,https://www.vivo.com/ke/support/system-update,ke,Kenya,3/1/22,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y20,PD2034F_EX_A_1.9.27,,Android 10,https://www.vivo.com/ke/support/system-update,ke,Kenya,,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y30,PD1987F_EX_A_6.17.2,,6,https://www.vivo.com/ke/support/system-update,ke,Kenya,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y1s,PD2014F_EX_A_1.13.36,,1,https://www.vivo.com/ke/support/system-update,ke,Kenya,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y11,PD1930F_EX_A_6.8.55,,6,https://www.vivo.com/ke/support/system-update,ke,Kenya,,Mediatek MT6582–ú,mediatek mt6582–ú
y19,PD1934F_EX_A_8.9.22,,8,https://www.vivo.com/ke/support/system-update,ke,Kenya,,Mediatek MT6768 Helio P65 (12 nm),mediatek mt6768 helio p65
y12,PD1901BF_EX_A_6.11.15,,6,https://www.vivo.com/ke/support/system-update,ke,Kenya,2/1/21,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y90,PD1917F_EX_A_1.26.9,,1,https://www.vivo.com/ke/support/system-update,ke,Kenya,,Mediatek MT6761 Helio A22 (12 nm),mediatek mt6761 helio a22
y15,PD1901BF_EX_A_6.11.15,,6,https://www.vivo.com/ke/support/system-update,ke,Kenya,2/1/21,Mediatek MT6762 Helio P22 (12 nm),mediatek mt6762 helio p22
y17,PD1901F_EX_A_1.58.4,,1,https://www.vivo.com/ke/support/system-update,ke,Kenya,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
v25,PD2215F_EX_A_12.0.8.5.W30.V000L1,12/16/22,12,https://www.vivo.com/pe/support/system-update,pe,Peru,,Mediatek Dimensity 900 (6 nm),mediatek dimensity 900
v21 5g,PD2083F_EX_A_36.9.21,12/16/22,Android 12,https://www.vivo.com/pe/support/system-update,pe,Peru,11/1/22,Mediatek Dimensity 800U (7 nm),mediatek dimensity 800u
x80 pro,PD2185F_EX_A_12.0.14.1.W30.V000L1,2/2/23,12,https://www.vivo.com/pe/support/system-update,pe,Peru,11/1/22,"Qualcomm SM8450,Snapdragon 8 Gen 1 (4 nm), Mediatek Dimensity 9000 (4 nm)","qualcomm sm8450,snapdragon 8 gen 1,mediatek dimensity 9000"
y33,PD2104F_EX_A_38.12.0,2/3/23,Android 12,https://www.vivo.com/pe/support/system-update,pe,Peru,,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y22s,PD2228F_EX_A_12.0.8.6.W30.V000L1,12/16/22,12,https://www.vivo.com/pe/support/system-update,pe,Peru,11/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y35,PD2225F_EX_A_12.0.8.6.W30.V000L1,12/16/22,12,https://www.vivo.com/pe/support/system-update,pe,Peru,10/1/22,"Qualcomm SM6225,Snapdragon 680 4G (6 nm)","qualcomm sm6225,snapdragon 680 4g"
y55 5g,PD2166F_EX_A_3.18.3,2/2/23,3,https://www.vivo.com/pe/support/system-update,pe,Peru,,Mediatek Dimensity 700 (7 nm),mediatek dimensity 700
y15s,PD2140IF_EX_A_36.22.1,2/2/23,Android 11,https://www.vivo.com/pe/support/system-update,pe,Peru,,Mediatek MT6765 Helio P35 (12 nm),mediatek mt6765 helio p35
y51,PD2050F_EX_A_36.6.3,2/2/23,Android 11,https://www.vivo.com/pe/support/system-update,pe,Peru,,"Qualcomm SDM665,Snapdragon 665 (11 nm)","qualcomm sdm665,snapdragon 665"
y21s,D2138F_EX_A_36.19.1,12/16/22,Android 11,https://www.vivo.com/pe/support/system-update,pe,Peru,,Mediatek MT6769V/CU Helio G80 (12 nm),mediatek mt6769v
y53s,PD2103F_EX_A_3.7.16,2/2/23,Android 11,https://www.vivo.com/pe/support/system-update,pe,Peru,4/1/22,"Qualcomm SM4350,Snapdragon 480 5G (8 nm)","qualcomm sm4350,snapdragon 480 5g"
y11s,PD2042F_EX_A_38.16.8,12/16/22,Android 11,https://www.vivo.com/pe/support/system-update,pe,Peru,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
y20,PD2034EF_EX_A_38.16.8,12/16/22,Android 10,https://www.vivo.com/pe/support/system-update,pe,Peru,11/1/22,"Qualcomm SM4250,Snapdragon 460 (11 nm)","qualcomm sm4250,snapdragon 460"
