CVE,vul_true,SPL,SMR
CVE-2019-14054,,20-Jun,NULL
CVE-2019-14066,,20-Jun,NULL
CVE-2019-14067,,20-Jun,NULL
CVE-2019-14077,,20-Jun,NULL
CVE-2019-14078,,20-Jun,NULL
CVE-2020-3616,,20-Jun,NULL
CVE-2020-3618,,20-Jun,NULL
CVE-2020-3645,,20-Jun,NULL
CVE-2020-0114,,20-Jun,NULL
CVE-2020-0115,,20-Jun,NULL
CVE-2020-0121,,20-Jun,NULL
CVE-2020-0118,,20-Jun,NULL
CVE-2020-0113,,20-Jun,NULL
CVE-2020-0116,,20-Jun,NULL
CVE-2020-0119,,20-Jun,NULL
LVE-SMP-200007,"7.2, 8.0, 8.1, 9, 10 Android devices with MTK chipset",20-Jun,NULL
LVE-SMP-200008,"7.2, 8.0, 8.1, 9, 10 Android devices with MTK chipset",20-Jun,NULL
LVE-SMP-200009,"9, 10 Android devices with MTK chipset",20-Jun,NULL
LVE-SMP-200010,"7.2, 8.0, 8.1, 9, 10 Android devices with MTK chipset",20-Jun,NULL
CVE-2019-14131,,20-May,NULL
CVE-2019-10575,,20-May,NULL
CVE-2019-10588,,20-May,NULL
CVE-2019-10609,,20-May,NULL
CVE-2019-14110,,20-May,NULL
CVE-2019-14111,,20-May,NULL
CVE-2019-14112,,20-May,NULL
CVE-2019-14113,,20-May,NULL
CVE-2019-14114,,20-May,NULL
CVE-2020-0096,,20-May,NULL
CVE-2020-0103,,20-May,NULL
CVE-2019-19524,,20-May,NULL
CVE-2019-19532,,20-May,NULL
CVE-2019-19807,,20-May,NULL
CVE-2019-14070,,20-May,NULL
CVE-2019-14104,,20-May,NULL
CVE-2019-14122,,20-May,NULL
CVE-2019-14132,,20-May,NULL
CVE-2020-3651,,20-May,NULL
CVE-2019-10483,,20-May,NULL
CVE-2019-10551,,20-May,NULL
CVE-2019-10589,,20-May,NULL
CVE-2019-10608,,20-May,NULL
CVE-2019-10610,,20-May,NULL
CVE-2019-14007,,20-May,NULL
CVE-2019-14009,,20-May,NULL
CVE-2019-14011,,20-May,NULL
CVE-2019-14012,,20-May,NULL
CVE-2019-14018,,20-May,NULL
CVE-2019-14019,,20-May,NULL
CVE-2019-14020,,20-May,NULL
CVE-2019-14021,,20-May,NULL
CVE-2019-14022,,20-May,NULL
CVE-2019-14033,,20-May,NULL
CVE-2019-14075,,20-May,NULL
CVE-2019-14105,,20-May,NULL
CVE-2019-14134,,20-May,NULL
CVE-2019-14135,,20-May,NULL
CVE-2020-3651,,20-May,NULL
CVE-2020-0097,,20-May,NULL
CVE-2020-0098,,20-May,NULL
CVE-2020-0094,,20-May,NULL
CVE-2020-0093,,20-May,NULL
CVE-2020-0101,,20-May,NULL
CVE-2020-0102,,20-May,NULL
CVE-2020-0109,,20-May,NULL
CVE-2020-0105,,20-May,NULL
CVE-2020-0024,,20-May,NULL
CVE-2020-0092,,20-May,NULL
CVE-2020-0106,,20-May,NULL
CVE-2020-0104,,20-May,NULL
CVE-2019-14040,,20-May,NULL
CVE-2019-14041,,20-May,NULL
LVE-SMP-200006,"Android devices with OS  7.2, 8.0, 8.1, 9, 10",20-May,NULL
LVE-SMP-170011,"Android devices with OS  7.2, 8.0, 8.1, 9, 10",20-May,NULL
CVE-2019-2317,,20-Apr,NULL
CVE-2019-10586,,20-Apr,NULL
CVE-2019-10587,,20-Apr,NULL
CVE-2019-10593,,20-Apr,NULL
CVE-2019-10594,,20-Apr,NULL
CVE-2019-10612,,20-Apr,NULL
CVE-2019-14031,,20-Apr,NULL
CVE-2019-14045,,20-Apr,NULL
CVE-2019-14071,,20-Apr,NULL
CVE-2019-14083,,20-Apr,NULL
CVE-2019-14086,,20-Apr,NULL
CVE-2019-14030,,20-Apr,NULL
CVE-2019-14097,,20-Apr,NULL
CVE-2019-14098,,20-Apr,NULL
CVE-2019-10546,,20-Apr,NULL
CVE-2019-14095,,20-Apr,NULL
CVE-2020-0070,,20-Apr,NULL
CVE-2020-0071,,20-Apr,NULL
CVE-2020-0072,,20-Apr,NULL
CVE-2020-0073,,20-Apr,NULL
CVE-2019-19527,,20-Apr,NULL
CVE-2019-19537,,20-Apr,NULL
CVE-2019-15239,,20-Apr,NULL
CVE-2020-0041,,20-Apr,NULL
CVE-2020-0010,,20-Apr,NULL
CVE-2020-0011,,20-Apr,NULL
CVE-2020-0012,,20-Apr,NULL
CVE-2020-0069,,20-Apr,NULL
CVE-2019-14079,,20-Apr,NULL
CVE-2018-11838,,20-Apr,NULL
CVE-2019-10526,,20-Apr,NULL
CVE-2019-10569,,20-Apr,NULL
CVE-2019-14029,,20-Apr,NULL
CVE-2019-14032,,20-Apr,NULL
CVE-2019-14068,,20-Apr,NULL
CVE-2019-14072,,20-Apr,NULL
CVE-2018-11970,,20-Apr,NULL
CVE-2019-10603,,20-Apr,NULL
CVE-2019-10616,,20-Apr,NULL
CVE-2019-10549,,20-Apr,NULL
CVE-2019-10550,,20-Apr,NULL
CVE-2019-10552,,20-Apr,NULL
CVE-2019-10553,,20-Apr,NULL
CVE-2019-10554,,20-Apr,NULL
CVE-2019-14026,,20-Apr,NULL
CVE-2019-14027,,20-Apr,NULL
CVE-2019-14028,,20-Apr,NULL
CVE-2019-2300,,20-Apr,NULL
CVE-2019-2311,,20-Apr,NULL
CVE-2019-14081,,20-Apr,NULL
CVE-2019-14082,,20-Apr,NULL
CVE-2019-14085,,20-Apr,NULL
CVE-2019-14048,,20-Apr,NULL
CVE-2019-14000,,20-Apr,NULL
CVE-2020-0080,,20-Apr,NULL
CVE-2020-0081,,20-Apr,NULL
CVE-2020-0082,,20-Apr,NULL
CVE-2019-5018,,20-Apr,NULL
CVE-2019-8457,,20-Apr,NULL
CVE-2020-0078,,20-Apr,NULL
CVE-2020-0079,,20-Apr,NULL
CVE-2020-0042,,20-Apr,NULL
CVE-2020-0043,,20-Apr,NULL
CVE-2020-0044,,20-Apr,NULL
CVE-2019-9936,,20-Apr,NULL
LVE-SMP-200005,"Android devices with OS 7.2, 8.0, 8.1, 9, 10",20-Apr,NULL
CVE-2020-0032,,20-Mar,NULL
CVE-2020-0030,,20-Mar,NULL
CVE-2019-11599,,20-Mar,NULL
CVE-2019-14044,,20-Mar,NULL
CVE-2019-14046,,20-Mar,NULL
CVE-2019-14049,,20-Mar,NULL
CVE-2019-14055,,20-Mar,NULL
CVE-2019-14063,,20-Mar,NULL
CVE-2019-10538,,20-Mar,NULL
CVE-2019-10567,,20-Mar,NULL
CVE-2020-0031,,20-Mar,NULL
CVE-2020-0033,,20-Mar,NULL
CVE-2020-0034,,20-Mar,NULL
CVE-2020-0036,,20-Mar,NULL
CVE-2020-0035,,20-Mar,NULL
CVE-2020-0029,,20-Mar,NULL
CVE-2020-0037,,20-Mar,NULL
CVE-2020-0038,,20-Mar,NULL
CVE-2020-0039,,20-Mar,NULL
CVE-2020-0021,,20-Mar,NULL
LVE-SMP-200004,"Android devices with OS  8.0, 8.1, 9, 10",20-Mar,NULL
CVE-2020-0022(O8.0,,23-Feb,NULL
CVE-2020-0023,,20-Feb,NULL
CVE-2018-20856,,20-Feb,NULL
CVE-2019-15214,,20-Feb,NULL
CVE-2020-0009,,20-Feb,NULL
CVE-2018-11843,,20-Feb,NULL
CVE-176662019-10558,,23-Feb,NULL
CVE-2019-10581,,20-Feb,NULL
CVE-2019-10585,,20-Feb,NULL
CVE-2019-10602,,20-Feb,NULL
CVE-2019-14010,,20-Feb,NULL
CVE-2019-14023,,20-Feb,NULL
CVE-2019-14024,,20-Feb,NULL
CVE-2019-14034,,20-Feb,NULL
CVE-2019-14036,,20-Feb,NULL
CVE-2019-2267,,20-Feb,NULL
CVE-2019-10582,,20-Feb,NULL
CVE-2019-10583,,20-Feb,NULL
CVE-2019-14002,,20-Feb,NULL
CVE-2019-14008,,20-Feb,NULL
CVE-2020-0014,,20-Feb,NULL
CVE-2020-0015,,20-Feb,NULL
CVE-2019-2200,,20-Feb,NULL
CVE-2020-0017,,20-Feb,NULL
CVE-2020-0018,,20-Feb,NULL
CVE-2020-0020,,20-Feb,NULL
CVE-2020-0021,,20-Feb,NULL
CVE-2020-0005,,20-Feb,NULL
CVE-2020-0026,,20-Feb,NULL
CVE-2020-0027,,20-Feb,NULL
CVE-2020-0028,,20-Feb,NULL
CVE-2019-2116,,20-Feb,NULL
CVE-2020-0022(Q10,,23-Feb,NULL
LVE-SMP-200001,"8.0, 8.1, 9.0, 10.0 Android devices with MTK chipset",20-Feb,NULL
CVE-2019-2242,,20-Jan,NULL
CVE-2019-10500,,20-Jan,NULL
CVE-2019-10525,,20-Jan,NULL
CVE-2020-0002(O8.0,,23-Jan,NULL
CVE-2019-2204,,20-Jan,NULL
CVE-2019-10513,,20-Jan,NULL
CVE-2019-2231,,20-Jan,NULL
CVE-2018-20961,,20-Jan,NULL
CVE-2019-15239,,20-Jan,NULL
CVE-2019-10557,,20-Jan,NULL
CVE-2018-11980,,20-Jan,NULL
CVE-2019-10480,,20-Jan,NULL
CVE-2019-10481,,20-Jan,NULL
CVE-2019-10536,,20-Jan,NULL
CVE-2019-10537,,20-Jan,NULL
CVE-2019-10595,,20-Jan,NULL
CVE-2019-10598,,20-Jan,NULL
CVE-2019-10601,,20-Jan,NULL
CVE-2019-10605,,20-Jan,NULL
CVE-2019-10607,,20-Jan,NULL
CVE-2019-2304,,20-Jan,NULL
CVE-2019-10482,,20-Jan,NULL
CVE-2019-10487,,20-Jan,NULL
CVE-2019-10516,,20-Jan,NULL
CVE-2019-2274,,20-Jan,NULL
CVE-2019-10513,,20-Jan,NULL
CVE-2019-10517,,20-Jan,NULL
CVE-2019-10600,,20-Jan,NULL
CVE-2017-0648,,20-Jan,NULL
CVE-2017-0510,,20-Jan,NULL
CVE-2020-0001(O8.0,,23-Jan,NULL
CVE-2020-0003,,20-Jan,NULL
CVE-2020-0004,,20-Jan,NULL
CVE-2020-0006,,20-Jan,NULL
CVE-2020-0007,,20-Jan,NULL
CVE-2020-0008,,20-Jan,NULL
CVE-2019-2218,,20-Jan,NULL
CVE-2019-2208,,20-Jan,NULL
CVE-2020-0001(Q10,,23-Jan,NULL
CVE-2020-0002(Q10,,23-Jan,NULL
CVE-2021-0889,,21-Dec,NULL
CVE-2021-1924,,21-Dec,NULL
CVE-2021-1975,,21-Dec,NULL
CVE-2021-0968,,21-Dec,NULL
CVE-2021-0956,,21-Dec,NULL
CVE-2021-0967(9,,23-Dec,NULL
CVE-2021-0927,,21-Dec,NULL
CVE-2021-0920,,21-Dec,NULL
CVE-2021-0929,,21-Dec,NULL
CVE-2021-0672,,21-Dec,NULL
CVE-2021-1921,,21-Dec,NULL
CVE-2021-1973,,21-Dec,NULL
CVE-2021-1979,,21-Dec,NULL
CVE-2021-1981,,21-Dec,NULL
CVE-2021-1982,,21-Dec,NULL
CVE-2021-30254,,21-Dec,NULL
CVE-2021-30255,,21-Dec,NULL
CVE-2021-30259,,21-Dec,NULL
CVE-2021-30284,,21-Dec,NULL
CVE-2021-0955,,21-Dec,NULL
CVE-2021-0970,,21-Dec,NULL
CVE-2021-0704,,21-Dec,NULL
CVE-2021-0964,,21-Dec,NULL
CVE-2021-0953,,21-Dec,NULL
CVE-2021-0954,,21-Dec,NULL
CVE-2021-0957,,21-Dec,NULL
CVE-2021-0963,,21-Dec,NULL
CVE-2021-0965,,21-Dec,NULL
CVE-2021-0952,,21-Dec,NULL
CVE-2021-0966,,21-Dec,NULL
CVE-2021-0967(10,,23-Dec,NULL
11,,23-Dec,NULL
12,,23-Dec,NULL
CVE-2021-0958,,21-Dec,NULL
CVE-2021-0969,,21-Dec,NULL
CVE-2021-0924,,21-Dec,NULL
LVE-SMP-210008,All Mediatek's chipsets.,21-Dec,NULL
LVE-SMP-210010,All up to 10,21-Dec,NULL
CVE-2021-0870,,21-Nov,NULL
CVE-2020-11264,,21-Nov,NULL
CVE-2020-11301,,21-Nov,NULL
CVE-2021-0918,,21-Nov,NULL
CVE-2021-0930,,21-Nov,NULL
CVE-2020-29660,,21-Nov,NULL
CVE-2021-29647,,21-Nov,NULL
CVE-2021-27666,,23-Nov,NULL
CVE-2020-24587,,21-Nov,NULL
CVE-2020-24588,,21-Nov,NULL
CVE-2020-26139,,21-Nov,NULL
CVE-2020-26141,,21-Nov,NULL
CVE-2020-26145,,21-Nov,NULL
CVE-2020-26146,,21-Nov,NULL
CVE-2021-1977,,21-Nov,NULL
CVE-2021-1980,,21-Nov,NULL
CVE-2021-30305,,21-Nov,NULL
CVE-2021-30306,,21-Nov,NULL
CVE-2021-30312,,21-Nov,NULL
CVE-2020-11303,,21-Nov,NULL
CVE-2020-26140,,21-Nov,NULL
CVE-2020-26147,,21-Nov,NULL
CVE-2021-1913,,21-Nov,NULL
CVE-2021-1917,,21-Nov,NULL
CVE-2021-1932,,21-Nov,NULL
CVE-2021-1949,,21-Nov,NULL
CVE-2021-1959,,21-Nov,NULL
CVE-2021-1983,,21-Nov,NULL
CVE-2021-1984,,21-Nov,NULL
CVE-2021-1985,,21-Nov,NULL
CVE-2021-30256,,21-Nov,NULL
CVE-2021-30257,,21-Nov,NULL
CVE-2021-30258,,21-Nov,NULL
CVE-2021-30288,,21-Nov,NULL
CVE-2021-30291,,21-Nov,NULL
CVE-2021-30292,,21-Nov,NULL
CVE-2021-30297,,21-Nov,NULL
CVE-2021-30302,,21-Nov,NULL
CVE-2021-3031,,21-Nov,NULL
CVE-2021-0799,,21-Nov,NULL
CVE-2021-0921,,21-Nov,NULL
CVE-2021-0923,,21-Nov,NULL
CVE-2021-0926,,21-Nov,NULL
CVE-2021-0933,,21-Nov,NULL
CVE-2020-13871,,21-Nov,NULL
CVE-2021-0653,,21-Nov,NULL
CVE-2021-0928,,21-Nov,NULL
CVE-2021-0650,,21-Nov,NULL
CVE-2021-0434,,21-Nov,NULL
CVE-2021-0649,,21-Nov,NULL
CVE-2021-0932,,21-Nov,NULL
CVE-2021-0925,,21-Nov,NULL
CVE-2021-0931,,21-Nov,NULL
CVE-2021-0922,,21-Nov,NULL
CVE-2021-0919,,21-Nov,NULL
CVE-2020-10768,,21-Nov,NULL
CVE-2021-1936,,21-Nov,NULL
LVE-SMP-210009,Some models of R OS,21-Nov,NULL
CVE-2021-0870,,21-Oct,NULL
CVE-2020-11264,,21-Oct,NULL
CVE-2020-11301,,21-Oct,NULL
CVE-2021-0918,,21-Oct,NULL
CVE-2021-0930,,21-Oct,NULL
CVE-2020-29660,,21-Oct,NULL
CVE-2021-29647,,21-Oct,NULL
CVE-2021-27666,,23-Oct,NULL
CVE-2020-24587,,21-Oct,NULL
CVE-2020-24588,,21-Oct,NULL
CVE-2020-26139,,21-Oct,NULL
CVE-2020-26141,,21-Oct,NULL
CVE-2020-26145,,21-Oct,NULL
CVE-2020-26146,,21-Oct,NULL
CVE-2021-1977,,21-Oct,NULL
CVE-2021-1980,,21-Oct,NULL
CVE-2021-30305,,21-Oct,NULL
CVE-2021-30306,,21-Oct,NULL
CVE-2021-30312,,21-Oct,NULL
CVE-2020-11303,,21-Oct,NULL
CVE-2020-26140,,21-Oct,NULL
CVE-2020-26147,,21-Oct,NULL
CVE-2021-1913,,21-Oct,NULL
CVE-2021-1917,,21-Oct,NULL
CVE-2021-1932,,21-Oct,NULL
CVE-2021-1949,,21-Oct,NULL
CVE-2021-1959,,21-Oct,NULL
CVE-2021-1983,,21-Oct,NULL
CVE-2021-1984,,21-Oct,NULL
CVE-2021-1985,,21-Oct,NULL
CVE-2021-30256,,21-Oct,NULL
CVE-2021-30257,,21-Oct,NULL
CVE-2021-30258,,21-Oct,NULL
CVE-2021-30288,,21-Oct,NULL
CVE-2021-30291,,21-Oct,NULL
CVE-2021-30292,,21-Oct,NULL
CVE-2021-30297,,21-Oct,NULL
CVE-2021-30302,,21-Oct,NULL
CVE-2021-3031,,21-Oct,NULL
CVE-2021-0799,,21-Oct,NULL
CVE-2021-0921,,21-Oct,NULL
CVE-2021-0923,,21-Oct,NULL
CVE-2021-0926,,21-Oct,NULL
CVE-2021-0933,,21-Oct,NULL
CVE-2020-13871,,21-Oct,NULL
CVE-2021-0653,,21-Oct,NULL
CVE-2021-0928,,21-Oct,NULL
CVE-2021-0650,,21-Oct,NULL
CVE-2021-0434,,21-Oct,NULL
CVE-2021-0649,,21-Oct,NULL
CVE-2021-0932,,21-Oct,NULL
CVE-2021-0925,,21-Oct,NULL
CVE-2021-0931,,21-Oct,NULL
CVE-2021-0922,,21-Oct,NULL
CVE-2021-0919,,21-Oct,NULL
CVE-2020-10768,,21-Oct,NULL
CVE-2021-1936,,21-Oct,NULL
LVE-SMP-210009,Some models of R OS,21-Oct,NULL
CVE-2021-1972,,21-Sep,NULL
CVE-2021-1976,,21-Sep,NULL
CVE-2021-1916,,21-Sep,NULL
CVE-2021-1919,,21-Sep,NULL
CVE-2021-1920,,21-Sep,NULL
CVE-2021-0687,,21-Sep,NULL
CVE-2020-14381,,21-Sep,NULL
CVE-2021-28375,,21-Sep,NULL
CVE-2021-057,,23-Sep,NULL
CVE-2021-057,,23-Sep,NULL
CVE-2021-0578,,21-Sep,NULL
CVE-2021-0579,,21-Sep,NULL
CVE-2021-0580,,21-Sep,NULL
CVE-2021-0581,,21-Sep,NULL
CVE-2021-0582,,21-Sep,NULL
CVE-2021-0639,,21-Sep,NULL
CVE-2021-1904,,21-Sep,NULL
CVE-2021-1939,,21-Sep,NULL
CVE-2021-1947,,21-Sep,NULL
CVE-2021-1978,,23-Sep,NULL
CVE-2021-1914,,21-Sep,NULL
CVE-2021-30260,,21-Sep,NULL
CVE-2021-30261,,21-Sep,NULL
CVE-2019-10581,,21-Sep,NULL
CVE-2021-0595,,21-Sep,NULL
CVE-2021-0683,,21-Sep,NULL
CVE-2021-0684,,21-Sep,NULL
CVE-2021-0685,,21-Sep,NULL
CVE-2021-0688,,21-Sep,NULL
CVE-2021-0686,,21-Sep,NULL
CVE-2021-0689,,21-Sep,NULL
CVE-2021-0690,,21-Sep,NULL
CVE-2021-0598,,21-Sep,NULL
CVE-2021-0692,,21-Sep,NULL
CVE-2021-0428,,21-Sep,NULL
CVE-2021-0644,,21-Sep,NULL
CVE-2021-0682,,21-Sep,NULL
CVE-2021-0693,,21-Sep,NULL
CVE-2021-0691,,21-Sep,NULL
CVE-2021-3347,,21-Sep,NULL
CVE-2021-0573,,21-Sep,NULL
CVE-2021-0574,,21-Sep,NULL
CVE-2021-0576,,21-Sep,NULL
CVE-2020-3633,,21-Sep,NULL
LVE-SMP-210006,Android devices with Q OS sm6150,21-Sep,NULL
CVE-2021-0592,,21-Aug,NULL
CVE-2021-1965,,21-Aug,NULL
CVE-2020-0368,,21-Aug,NULL
CVE-2021-0514,,21-Aug,NULL
CVE-2021-0515,,21-Aug,NULL
CVE-2021-1907,,21-Aug,NULL
CVE-2021-1931,,21-Aug,NULL
CVE-2021-1940,,21-Aug,NULL
CVE-2021-1943,,21-Aug,NULL
CVE-2021-1945,,21-Aug,NULL
CVE-2021-1954,,21-Aug,NULL
CVE-2021-1955,,21-Aug,NULL
CVE-2021-1964,,21-Aug,NULL
CVE-2021-1970,,21-Aug,NULL
CVE-2021-1938,,21-Aug,NULL
CVE-2021-1953,,21-Aug,NULL
CVE-2021-0640,,21-Aug,NULL
CVE-2021-0645,,21-Aug,NULL
CVE-2021-0646,,21-Aug,NULL
CVE-2021-0519,,21-Aug,NULL
CVE-2021-0591,,21-Aug,NULL
CVE-2021-0593,,21-Aug,NULL
CVE-2021-0584,,21-Aug,NULL
CVE-2021-0641,,21-Aug,NULL
CVE-2021-0642,,21-Aug,NULL
CVE-2021-0577,,21-Aug,NULL
CVE-2020-11307,,21-Aug,NULL
LVE-SMP-210005,Android devices with P/Q OS mt6762/mt6765/mt6883,21-Aug,NULL
CVE-2020-11176,,21-Jul,NULL
CVE-2020-11291,,21-Jul,NULL
CVE-2020-26558,,21-Jul,NULL
CVE-2020-26555,,21-Jul,NULL
CVE-2020-26558,,21-Jul,NULL
CVE-2020-14305,,21-Jul,NULL
CVE-2021-0512,,21-Jul,NULL
CVE-2021-0525,,21-Jul,NULL
CVE-2021-0526,,21-Jul,NULL
CVE-2021-0527,,21-Jul,NULL
CVE-2021-0528,,21-Jul,NULL
CVE-2021-0529,,21-Jul,NULL
CVE-2021-0530,,21-Jul,NULL
CVE-2021-0531,,21-Jul,NULL
CVE-2021-0532,,21-Jul,NULL
CVE-2021-0533,,21-Jul,NULL
CVE-2020-11267,,21-Jul,NULL
CVE-2020-11292,,21-Jul,NULL
CVE-2020-11298,,21-Jul,NULL
CVE-2020-11304,,21-Jul,NULL
CVE-2020-11306,,21-Jul,NULL
CVE-2020-26555,,21-Jul,NULL
CVE-2021-1900,,21-Jul,NULL
CVE-2021-1925,,21-Jul,NULL
CVE-2021-1937,,21-Jul,NULL
CVE-2021-27666,,23-Jul,NULL
CVE-2021-0441,,21-Jul,NULL
CVE-2021-0486,,21-Jul,NULL
CVE-2021-0587,,21-Jul,NULL
CVE-2021-0601,,21-Jul,NULL
CVE-2020-0417,,21-Jul,NULL
CVE-2021-0585,,21-Jul,NULL
CVE-2021-0586,,21-Jul,NULL
CVE-20,,23-Jul,NULL
CVE-2021-0594,,21-Jul,NULL
CVE-2021-0600,,21-Jul,NULL
CVE-2021-0602,,21-Jul,NULL
CVE-2021-0588,,21-Jul,NULL
CVE-2021-0590,,21-Jul,NULL
CVE-2021-0596,,21-Jul,NULL
CVE-2021-0599,,21-Jul,NULL
CVE-2021-0604,,21-Jul,NULL
CVE-2021-0577,,21-Jul,NULL
CVE-2020-11307,,21-Jul,NULL
CVE-2021-0507,,21-Jun,NULL
CVE-2021-0516,,21-Jun,NULL
CVE-2019-2219,,21-Jun,NULL
CVE-2020-29661,,21-Jun,NULL
CVE-2021-28663,,21-Jun,NULL
CVE-2021-28664,,21-Jun,NULL
CVE-2021-0489,,21-Jun,NULL
CVE-2021-0490,,21-Jun,NULL
CVE-2021-0491,,21-Jun,NULL
CVE-2021-0492,,21-Jun,NULL
CVE-2021-0493,,21-Jun,NULL
CVE-2021-0494,,21-Jun,NULL
CVE-2021-0495,,21-Jun,NULL
CVE-2021-0496,,21-Jun,NULL
CVE-2021-0497,,21-Jun,NULL
CVE-2021-0498,,21-Jun,NULL
CVE-2021-1891,,21-Jun,NULL
CVE-2021-1905,,21-Jun,NULL
CVE-2021-1927,,21-Jun,NULL
CVE-2020-11273,,21-Jun,NULL
CVE-2020-11274,,21-Jun,NULL
CVE-2020-11279,,21-Jun,NULL
CVE-2020-11284,,21-Jun,NULL
CVE-2020-11285,,21-Jun,NULL
CVE-2020-11288,,21-Jun,NULL
CVE-2020-11289,,21-Jun,NULL
CVE-2021-1915,,21-Jun,NULL
CVE-2021-0511,,21-Jun,NULL
CVE-2021-0521,,21-Jun,NULL
CVE-2021-0508,,21-Jun,NULL
CVE-2021-0509,,21-Jun,NULL
CVE-2021-0510,,21-Jun,NULL
CVE-2021-0520,,21-Jun,NULL
CVE-2021-0505,,21-Jun,NULL
CVE-2021-0506,,21-Jun,NULL
CVE-2021-0523,,21-Jun,NULL
CVE-2021-0504,,21-Jun,NULL
CVE-2021-0517,,21-Jun,NULL
CVE-2021-0522,,21-Jun,NULL
CVE-2021-0304,,21-Jun,NULL
CVE-2021-1906,,21-Jun,NULL
CVE-2021-0467,,21-Jun,NULL
CVE-2021-0324,,21-Jun,NULL
CVE-2021-1910,,21-Jun,NULL
CVE-2021-0473,,21-May,NULL
CVE-2021-0474,,21-May,NULL
CVE-2021-0475,,21-May,NULL
CVE-2020-11210,,21-May,NULL
CVE-2020-15436,,21-May,NULL
CVE-2020-25705,,21-May,NULL
CVE-2021-0468,,21-May,NULL
CVE-2020-11234,,21-May,NULL
CVE-2020-11191,,21-May,NULL
CVE-2020-11236,,21-May,NULL
CVE-2020-11237,,21-May,NULL
CVE-2020-11242,,21-May,NULL
CVE-2020-11243,,21-May,NULL
CVE-2020-11245,,21-May,NULL
CVE-2020-11246,,21-May,NULL
CVE-2020-11247,,21-May,NULL
CVE-2020-11251,,21-May,NULL
CVE-2020-11252,,21-May,NULL
CVE-2020-11255,,21-May,NULL
CVE-2021-0445,,21-May,NULL
CVE-2021-0428,,21-May,NULL
CVE-2021-0472,,21-May,NULL
CVE-2021-0485,,21-May,NULL
CVE-2021-0487,,21-May,NULL
CVE-2021-0482,,21-May,NULL
CVE-2021-0484,,21-May,NULL
CVE-2021-0476,,21-May,NULL
CVE-2021-0477,,21-May,NULL
CVE-2021-0481,,21-May,NULL
CVE-2021-0466,,21-May,NULL
CVE-2021-0480,,21-May,NULL
CVE-2020-11192,,21-Apr,NULL
CVE-2020-11204,,21-Apr,NULL
CVE-2020-11218,,21-Apr,NULL
CVE-2020-11227,,21-Apr,NULL
CVE-2020-11228,,21-Apr,NULL
CVE-2021-0430,,21-Apr,NULL
CVE-2021-0399,,21-Apr,NULL
CVE-2020-11223,,21-Apr,NULL
CVE-2020-11290,,21-Apr,NULL
CVE-2020-11308,,21-Apr,NULL
CVE-2020-11309,,21-Apr,NULL
CVE-2020-11165,,21-Apr,NULL
CVE-2020-11166,,21-Apr,NULL
CVE-2020-11171,,21-Apr,NULL
CVE-2020-11178,,21-Apr,NULL
CVE-2020-11186,,21-Apr,NULL
CVE-2020-11188,,21-Apr,NULL
CVE-2020-11189,,21-Apr,NULL
CVE-2020-11190,,21-Apr,NULL
CVE-2020-11194,,21-Apr,NULL
CVE-2020-11195,,21-Apr,NULL
CVE-2020-11198,,21-Apr,NULL
CVE-2020-11199,,21-Apr,NULL
CVE-2020-11220,,21-Apr,NULL
CVE-2020-11221,,21-Apr,NULL
CVE-2020-11222,,21-Apr,NULL
CVE-2020-11226,,21-Apr,NULL
CVE-2021-0400,,21-Apr,NULL
CVE-2021-0426,,21-Apr,NULL
CVE-2021-0427,,21-Apr,NULL
CVE-2021-0432,,21-Apr,NULL
CVE-2021-0438,,21-Apr,NULL
CVE-2021-0439,,21-Apr,NULL
CVE-2021-0442,,21-Apr,NULL
CVE-2021-0443,,21-Apr,NULL
CVE-2021-0338,,21-Apr,NULL
CVE-2021-0437,,21-Apr,NULL
CVE-2021-0436,,21-Apr,NULL
CVE-2021-0471,,21-Apr,NULL
CVE-2021-0429,,21-Apr,NULL
CVE-2021-0433,,21-Apr,NULL
CVE-2021-0431,,21-Apr,NULL
CVE-2021-0435,,21-Apr,NULL
CVE-2020-11299,,21-Apr,NULL
CVE-2021-0444,,21-Apr,NULL
CVE-2021-0446,,21-Apr,NULL
CVE-2020-10767,,21-Apr,NULL
CVE-2020-11283,,21-Apr,NULL
LVE-SMP-210002,Android devices with OS 11,21-Apr,NULL
LVE-SMP-210003,Android devices since OS 4.4,21-Apr,NULL
CVE-2021-0397,,21-Mar,NULL
CVE-2020-11272,,21-Mar,NULL
CVE-2020-11163,,21-Mar,NULL
CVE-2020-11170,,21-Mar,NULL
CVE-2021-0395,,21-Mar,NULL
CVE-2021-0391,,21-Mar,NULL
CVE-2021-0398,,21-Mar,NULL
CVE-2017-14491,,21-Mar,NULL
CVE-2021-0393,,21-Mar,NULL
CVE-2021-0396,,21-Mar,NULL
CVE-2021-0390,,21-Mar,NULL
CVE-2021-0392,,21-Mar,NULL
CVE-2021-0394,,21-Mar,NULL
CVE-2017-18509,,21-Mar,NULL
CVE-2020-11271,,21-Mar,NULL
CVE-2020-11277,,21-Mar,NULL
CVE-2020-11282,,21-Mar,NULL
CVE-2020-11286,,21-Mar,NULL
CVE-2020-11297,,21-Mar,NULL
CVE-2020-11177,,21-Mar,NULL
CVE-2020-11180,,21-Mar,NULL
CVE-2020-11187,,21-Mar,NULL
CVE-2020-11253,,21-Mar,NULL
CVE-2020-11269,,21-Mar,NULL
CVE-2020-11275,,21-Mar,NULL
